eamena_id,arches_id,grid_square,country,name,role,problems
EAMENA-0032184,5f7e847a-8711-48c2-912e-3aef0bd9c77f,E31N30-22,Egypt,,,"[""No geometry for site.""]"
EAMENA-0033488,5fa3719a-2a8e-4e3a-ad2a-2106cf6a7c6e,E31N30-22,Egypt,,,"[""No geometry for site.""]"
EAMENA-0033142,5fd63065-3f9c-49dd-b98a-c3c25f03ac7d,E31N30-22,Egypt,,,"[""No geometry for site.""]"
EAMENA-0032477,5fdb71f7-5db5-4f3c-b8c1-698adabdb070,E31N30-22,Egypt,,,"[""No geometry for site.""]"
EAMENA-0032757,5ff59073-f85c-423e-9509-2b6ab9ed78ee,E31N30-22,Egypt,,,"[""No geometry for site.""]"
EAMENA-0032654,6009e3ff-6e0c-4e39-8eeb-2a5cbfd91939,E31N30-22,Egypt,,,"[""No geometry for site.""]"
EAMENA-0033562,602a6965-647d-4dee-ad5a-20ae01398880,E31N30-22,Egypt,,,"[""No geometry for site.""]"
EAMENA-0033346,602dfd5f-72b4-434b-8f96-b6ea97082425,E31N30-22,Egypt,,,"[""No geometry for site.""]"
EAMENA-0032158,606e2d4c-5724-4b58-bd4f-4e47dc5ac53e,E31N30-22,Egypt,,,"[""No geometry for site.""]"
EAMENA-0032573,607d8a79-56db-44ee-b8fd-442b2d4639ab,E31N30-22,Egypt,,,"[""No geometry for site.""]"
EAMENA-0032665,60889baf-1f45-4a96-a6f1-1f633d4ccd00,E31N30-22,Egypt,,,"[""No geometry for site.""]"
EAMENA-0031989,609a9bb5-603e-4cb4-af1c-8fe307911b42,E31N30-22,Egypt,,,"[""No geometry for site.""]"
EAMENA-0032439,60a2bfef-416a-4623-a837-bb6941ef2b6c,E31N30-22,Egypt,,,"[""No geometry for site.""]"
EAMENA-0032396,611d5b18-20e9-4119-b2f3-f008bb8fc5c0,E31N30-22,Egypt,,,"[""No geometry for site.""]"
EAMENA-0031670,61ce684f-1bfe-4b84-b9fb-ba3992b26a0d,E31N30-22,Egypt,,,"[""No geometry for site.""]"
EAMENA-0032873,61dc24c8-faa9-4e06-90ad-c1ce5fb84b24,E31N30-22,Egypt,,,"[""No geometry for site.""]"
EAMENA-0031901,61fbf4cb-c8a5-49ff-829e-4c1aae9aed31,E31N30-22,Egypt,,,"[""No geometry for site.""]"
EAMENA-0032304,6202e016-b35e-4cc9-a255-fb2c1dcb5bf4,E31N30-22,Egypt,,,"[""No geometry for site.""]"
EAMENA-0033364,622057bf-cfce-476e-97e9-c544aaa25658,E31N30-22,Egypt,,,"[""No geometry for site.""]"
EAMENA-0032296,625739d3-0ff9-411a-9cb9-fee940e6164f,E31N30-22,Egypt,,,"[""No geometry for site.""]"
EAMENA-0033527,6257b791-8eb6-419b-a4ae-b7fb6ecc665c,E31N30-22,Egypt,,,"[""No geometry for site.""]"
EAMENA-0032814,626ed758-b898-4379-a09a-3cc00412f0bb,E31N30-22,Egypt,,,"[""No geometry for site.""]"
EAMENA-0033183,62c95306-aa57-4a6a-bb52-610c9fcee792,E31N30-22,Egypt,,,"[""No geometry for site.""]"
EAMENA-0032444,62e77b8e-d7df-4559-8608-816f14ebf0df,E31N30-22,Egypt,,,"[""No geometry for site.""]"
EAMENA-0031876,630331a8-dfca-4aea-afca-acc437da1685,E31N30-22,Egypt,,,"[""No geometry for site.""]"
EAMENA-0031757,63220997-d574-407f-a779-785c6a489892,E31N30-22,Egypt,,,"[""No geometry for site.""]"
EAMENA-0033209,632bb15e-433d-410d-b279-23ac50d3fd83,E31N30-22,Egypt,,,"[""No geometry for site.""]"
EAMENA-0032567,63395921-1a90-4cb2-9906-bd85b8099e98,E31N30-22,Egypt,,,"[""No geometry for site.""]"
EAMENA-0032101,634bee4f-9e8f-4215-8dd0-213213b83445,E31N30-22,Egypt,,,"[""No geometry for site.""]"
EAMENA-0032464,6358151f-d4f7-47b5-8987-7d50885f4d5b,E31N30-22,Egypt,,,"[""No geometry for site.""]"
EAMENA-0033569,639c044a-d6b7-4798-bc47-ce86f48e8779,E31N30-22,Egypt,,,"[""No geometry for site.""]"
EAMENA-0033190,63e58bb8-b919-4eb9-9194-5bfacead0b3f,E31N30-22,Egypt,,,"[""No geometry for site.""]"
EAMENA-0033016,640841bf-bd91-48f3-9845-52314ea57524,E31N30-22,Egypt,,,"[""No geometry for site.""]"
EAMENA-0032883,644370c7-c402-49b3-a14a-95cbdd8a3dcf,E31N30-22,Egypt,,,"[""No geometry for site.""]"
EAMENA-0032768,64b412c9-217c-40bb-89a2-6994da5ec857,E31N30-22,Egypt,,,"[""No geometry for site.""]"
EAMENA-0031721,64be80e6-29cf-45bc-8e3a-19cbc394817c,E31N30-22,Egypt,,,"[""No geometry for site.""]"
EAMENA-0032479,652c94b5-118e-46e8-94e5-c0bd8cd51282,E31N30-22,Egypt,,,"[""No geometry for site.""]"
EAMENA-0031654,6530c7f7-21a6-4384-bd5a-77bfbe1f0ac2,E31N30-22,Egypt,,,"[""No geometry for site.""]"
EAMENA-0032569,6547b560-04a7-4ca7-a35c-568b4e24db63,E31N30-22,Egypt,,,"[""No geometry for site.""]"
EAMENA-0032212,654c8da0-f3ad-43a0-9e7e-f6813e0d463d,E31N30-22,Egypt,,,"[""No geometry for site.""]"
EAMENA-0031923,654d3cff-c8fe-4c1d-8778-45e94d615281,E31N30-22,Egypt,,,"[""No geometry for site.""]"
EAMENA-0032181,6572c02b-3f32-441b-b97e-193a3690e02d,E31N30-22,Egypt,,,"[""No geometry for site.""]"
EAMENA-0033337,65bc64c3-6b31-4252-b60e-fae2fd3fd601,E31N30-22,Egypt,,,"[""No geometry for site.""]"
EAMENA-0032441,65c117c6-d02d-44ba-bac8-6794838d5ae9,E31N30-22,Egypt,,,"[""No geometry for site.""]"
EAMENA-0032977,65c689e2-1db5-4b1a-9f75-af3cfe64bf80,E31N30-22,Egypt,,,"[""No geometry for site.""]"
EAMENA-0033222,660d135b-b85d-460f-898f-7af2876445dc,E31N30-22,Egypt,,,"[""No geometry for site.""]"
EAMENA-0031967,66171372-0639-49e5-a00c-fc80e1135417,E31N30-22,Egypt,,,"[""No geometry for site.""]"
EAMENA-0032808,664f66fe-3620-483e-a581-ac0519024d9e,E31N30-22,Egypt,,,"[""No geometry for site.""]"
EAMENA-0032667,66f1bdbc-e7df-42d1-b9f2-9c55cb8014e1,E31N30-22,Egypt,,,"[""No geometry for site.""]"
EAMENA-0032837,670d8cc2-b6cf-4a10-858d-978539123ce1,E31N30-22,Egypt,,,"[""No geometry for site.""]"
EAMENA-0032064,672c5632-533d-49d4-bbd5-4445ef0f9a2b,E31N30-22,Egypt,,,"[""No geometry for site.""]"
EAMENA-0033188,673c0ae2-64ae-4ae9-b073-5468a0e1c48f,E31N30-22,Egypt,,,"[""No geometry for site.""]"
EAMENA-0031924,67a93153-0887-4985-b78d-2e53aec2e08a,E31N30-22,Egypt,,,"[""No geometry for site.""]"
EAMENA-0031919,67ac197a-be7b-4c62-94df-16ae0e2c5d77,E31N30-22,Egypt,,,"[""No geometry for site.""]"
EAMENA-0032879,67b5351e-45d7-4e53-8e1a-3d1cdc92415d,E31N30-22,Egypt,,,"[""No geometry for site.""]"
EAMENA-0032925,67f2b872-a232-4483-92b2-c06f706142c2,E31N30-22,Egypt,,,"[""No geometry for site.""]"
EAMENA-0032495,67f77b9a-bd68-4cb8-b499-79c61011a9bb,E31N30-22,Egypt,,,"[""No geometry for site.""]"
EAMENA-0033025,682b6b2f-f0d2-4590-bdea-b126988ba4fb,E31N30-22,Egypt,,,"[""No geometry for site.""]"
EAMENA-0032115,682f195a-048e-46ce-970b-df467d624059,E31N30-22,Egypt,,,"[""No geometry for site.""]"
EAMENA-0031671,684e40c0-5440-426d-b578-a190470196a9,E31N30-22,Egypt,,,"[""No geometry for site.""]"
EAMENA-0033308,684e97d8-29da-4dc3-ba02-2492056f1e27,E31N30-22,Egypt,,,"[""No geometry for site.""]"
EAMENA-0031968,6860f313-6630-4500-9700-f1df2fc5ddea,E31N30-22,Egypt,,,"[""No geometry for site.""]"
EAMENA-0032206,6884ba37-de93-48ba-aeb4-a29d87a5c854,E31N30-22,Egypt,,,"[""No geometry for site.""]"
EAMENA-0033265,68b7ea15-da0c-43d2-a0ae-1cfefc1b011b,E31N30-22,Egypt,,,"[""No geometry for site.""]"
EAMENA-0032062,68d30dd2-cdcc-4784-baf9-42406e34a99f,E31N30-22,Egypt,,,"[""No geometry for site.""]"
EAMENA-0032408,68de76c3-e51d-455b-bad9-6dfd8039b6ec,E31N30-22,Egypt,,,"[""No geometry for site.""]"
EAMENA-0033092,68f1866c-e54e-481f-aff7-21cd9ce80103,E31N30-22,Egypt,,,"[""No geometry for site.""]"
EAMENA-0032945,6950b172-325f-4a91-a41c-891b908044ce,E31N30-22,Egypt,,,"[""No geometry for site.""]"
EAMENA-0031818,69823071-c990-45f2-b4cf-de4dd338ad57,E31N30-22,Egypt,,,"[""No geometry for site.""]"
EAMENA-0033057,69d9c06c-41c0-411b-afc3-b6a94427af16,E31N30-22,Egypt,,,"[""No geometry for site.""]"
EAMENA-0031805,69dde7c9-6318-446b-bb2f-54e7e89c6666,E31N30-22,Egypt,,,"[""No geometry for site.""]"
EAMENA-0031888,69f220a5-0d15-4d35-a895-a08c46a58299,E31N30-22,Egypt,,,"[""No geometry for site.""]"
EAMENA-0031926,69f6585a-9a3e-40f0-9245-1a71b031d66a,E31N30-22,Egypt,,,"[""No geometry for site.""]"
EAMENA-0031725,6a1a63f4-8f02-470c-8e1d-c3a58485de69,E31N30-22,Egypt,,,"[""No geometry for site.""]"
EAMENA-0031633,6a3451ca-0563-45cb-a5e2-c1e89808be26,E31N30-22,Egypt,,,"[""No geometry for site.""]"
EAMENA-0032350,6a5e6211-b01a-4b2d-8b46-712896733b72,E31N30-22,Egypt,,,"[""No geometry for site.""]"
EAMENA-0033052,6a84bf12-a130-42d2-aa3e-69bbc9177081,E31N30-22,Egypt,,,"[""No geometry for site.""]"
EAMENA-0033028,6ab95aeb-74be-41a6-9e52-85cda594df54,E31N30-22,Egypt,,,"[""No geometry for site.""]"
EAMENA-0031762,6abc1ce0-3ed6-417c-a258-e3847773fdd9,E31N30-22,Egypt,,,"[""No geometry for site.""]"
EAMENA-0033436,6afb9226-b143-48f4-aa08-82731898e082,E31N30-22,Egypt,,,"[""No geometry for site.""]"
EAMENA-0033205,6b0aaa57-e4d9-47e1-b758-0b5ad4c6f6f6,E31N30-22,Egypt,,,"[""No geometry for site.""]"
EAMENA-0033223,6b44dc39-610b-4e4e-a172-2ce216249b9e,E31N30-22,Egypt,,,"[""No geometry for site.""]"
EAMENA-0032499,6b74c4e1-fbf4-4d7b-a2ba-828d2e48b2a4,E31N30-22,Egypt,,,"[""No geometry for site.""]"
EAMENA-0033349,6b8447f7-8db1-4cbb-98df-81e748413e31,E31N30-22,Egypt,,,"[""No geometry for site.""]"
EAMENA-0033002,6ba0a4ef-1568-4b07-a3e8-4ca3123a9709,E31N30-22,Egypt,,,"[""No geometry for site.""]"
EAMENA-0032032,6ba106b7-5a47-4c1b-9e8d-6f5daf057f6d,E31N30-22,Egypt,,,"[""No geometry for site.""]"
EAMENA-0031781,6bc698b3-3e30-4ffa-88b2-b30a2d78010e,E31N30-22,Egypt,,,"[""No geometry for site.""]"
EAMENA-0032547,6bdabb22-1563-47b1-b6c1-7137e366ebe0,E31N30-22,Egypt,,,"[""No geometry for site.""]"
EAMENA-0031739,6c04be07-9ed5-4d8d-ab3d-49abd23efe1a,E31N30-22,Egypt,,,"[""No geometry for site.""]"
EAMENA-0032050,6c5bcd0e-2dc2-4878-821d-34ff92dcc3cb,E31N30-22,Egypt,,,"[""No geometry for site.""]"
EAMENA-0032021,6c5c9e3b-590c-4727-9840-cbd6949f6bac,E31N30-22,Egypt,,,"[""No geometry for site.""]"
EAMENA-0031862,6c9f62ad-6a2f-44d2-bd05-ac85af839b9d,E31N30-22,Egypt,,,"[""No geometry for site.""]"
EAMENA-0032150,6cc6c718-fd3c-45ec-9e0c-e0258a89388b,E31N30-22,Egypt,,,"[""No geometry for site.""]"
EAMENA-0031931,6cceecfc-6444-483c-84c7-b6c4b1d36864,E31N30-22,Egypt,,,"[""No geometry for site.""]"
EAMENA-0033345,6cdad02d-8bc2-4b84-8cf0-13a0ca38ebbb,E31N30-22,Egypt,,,"[""No geometry for site.""]"
EAMENA-0032698,6d1fe49f-a90d-4380-9972-7f28ba0479e4,E31N30-22,Egypt,,,"[""No geometry for site.""]"
EAMENA-0032428,6d28447e-333d-458f-aa1a-3b1d7a19eac3,E31N30-22,Egypt,,,"[""No geometry for site.""]"
EAMENA-0031940,6d723ce9-0a74-483a-b463-e8a900810c5c,E31N30-22,Egypt,,,"[""No geometry for site.""]"
EAMENA-0033178,6d8bffa4-1236-478b-a716-3990d79addda,E31N30-22,Egypt,,,"[""No geometry for site.""]"
EAMENA-0033514,6d997a13-70ef-48ac-9aad-c730d430ef02,E31N30-22,Egypt,,,"[""No geometry for site.""]"
EAMENA-0032699,6dc8d529-fdae-4ac3-8125-98554c16142d,E31N30-22,Egypt,,,"[""No geometry for site.""]"
EAMENA-0032863,6ddb5f8b-ce1d-4ddf-8438-38b2a6eb58bb,E31N30-22,Egypt,,,"[""No geometry for site.""]"
EAMENA-0032368,6e4e3cae-6311-4098-9e6f-f94927aee7e7,E31N30-22,Egypt,,,"[""No geometry for site.""]"
EAMENA-0032861,6e61bf60-9a51-4064-9168-133d585dff09,E31N30-22,Egypt,,,"[""No geometry for site.""]"
EAMENA-0032858,6e79824a-8af6-4b8e-b162-6abc9b58355a,E31N30-22,Egypt,,,"[""No geometry for site.""]"
EAMENA-0032685,6ebafd2d-7cbd-4359-ae87-72dfed79effd,E31N30-22,Egypt,,,"[""No geometry for site.""]"
EAMENA-0033344,6ec47d0a-c57e-428b-b455-668353e0779e,E31N30-22,Egypt,,,"[""No geometry for site.""]"
EAMENA-0033534,6f1a99da-46fc-43bf-a2b0-25ecd285acad,E31N30-22,Egypt,,,"[""No geometry for site.""]"
EAMENA-0033058,6f45905c-4e42-4d87-a19e-a394d8498cb8,E31N30-22,Egypt,,,"[""No geometry for site.""]"
EAMENA-0032487,6f580a3f-4770-48de-90fb-6700e3a40395,E31N30-22,Egypt,,,"[""No geometry for site.""]"
EAMENA-0031973,6f774fa8-64cc-41d9-b883-78151b1a67bb,E31N30-22,Egypt,,,"[""No geometry for site.""]"
EAMENA-0033406,6f99f092-d9a2-495c-8d07-323186a0aabd,E31N30-22,Egypt,,,"[""No geometry for site.""]"
EAMENA-0032877,6f99f9a4-e397-43bd-8e35-f14ae86d0d64,E31N30-22,Egypt,,,"[""No geometry for site.""]"
EAMENA-0032494,704af617-2d55-4b6b-8cee-ed0685bd417e,E31N30-22,Egypt,,,"[""No geometry for site.""]"
EAMENA-0032274,706680b8-d001-4185-bc5a-1df286fa65dc,E31N30-22,Egypt,,,"[""No geometry for site.""]"
EAMENA-0032113,7068b9be-95af-4081-9c32-06cd023443c2,E31N30-22,Egypt,,,"[""No geometry for site.""]"
EAMENA-0032237,70a60638-1bbc-44eb-979f-66ac3cb18ec1,E31N30-22,Egypt,,,"[""No geometry for site.""]"
EAMENA-0032534,7107ae61-ccf7-4bb3-89af-a412992fbf55,E31N30-22,Egypt,,,"[""No geometry for site.""]"
EAMENA-0032899,710c4738-98b8-4bdd-a470-4d075d675162,E31N30-22,Egypt,,,"[""No geometry for site.""]"
EAMENA-0032052,711905b7-4745-49e3-8035-1f482d2f9358,E31N30-22,Egypt,,,"[""No geometry for site.""]"
EAMENA-0032204,7130ab87-150e-4a46-b425-b5e5871a93fb,E31N30-22,Egypt,,,"[""No geometry for site.""]"
EAMENA-0032842,714cdc10-7277-4e13-a6a7-41eb9ab38e9f,E31N30-22,Egypt,,,"[""No geometry for site.""]"
EAMENA-0031616,717663d7-c171-44f6-9b50-d31088cf4938,E31N30-22,Egypt,,,"[""No geometry for site.""]"
EAMENA-0031700,717d6e62-c872-4b00-9a73-ef5a3f1787c8,E31N30-22,Egypt,,,"[""No geometry for site.""]"
EAMENA-0032177,71815dfc-792b-4496-a9cd-057e8cdd3180,E31N30-22,Egypt,,,"[""No geometry for site.""]"
EAMENA-0032926,7193f11c-3d14-4500-a82b-870068b6893a,E31N30-22,Egypt,,,"[""No geometry for site.""]"
EAMENA-0033184,7196664a-c15d-4098-9372-c1f4b6145343,E31N30-22,Egypt,,,"[""No geometry for site.""]"
EAMENA-0033501,71ba2b09-e3cf-459d-8d8e-e6900d443a29,E31N30-22,Egypt,,,"[""No geometry for site.""]"
EAMENA-0033029,71cb1d8f-4102-4c43-a1c8-a34b6112ae1f,E31N30-22,Egypt,,,"[""No geometry for site.""]"
EAMENA-0033026,72132ade-70ea-4bd8-abfd-d7123e3ce575,E31N30-22,Egypt,,,"[""No geometry for site.""]"
EAMENA-0033054,72428d12-25e5-41e6-8a21-bac5f810ec88,E31N30-22,Egypt,,,"[""No geometry for site.""]"
EAMENA-0032120,724b8656-5865-4b53-b7f6-090361e56723,E31N30-22,Egypt,,,"[""No geometry for site.""]"
EAMENA-0032612,7259e827-02c8-483c-89de-63ce1f004383,E31N30-22,Egypt,,,"[""No geometry for site.""]"
EAMENA-0033070,725d8e2e-07e9-47a2-ba90-9ac469473c36,E31N30-22,Egypt,,,"[""No geometry for site.""]"
EAMENA-0033500,728bee94-8316-4118-b3c1-f1490d26a88c,E31N30-22,Egypt,,,"[""No geometry for site.""]"
EAMENA-0033259,72b46246-63a7-40c8-950f-d1e043e6972f,E31N30-22,Egypt,,,"[""No geometry for site.""]"
EAMENA-0033064,72eb26a5-526f-443b-8b6c-9fd8c50d3087,E31N30-22,Egypt,,,"[""No geometry for site.""]"
EAMENA-0033001,72fa3bed-490f-4ce4-bb02-474dfec5019f,E31N30-22,Egypt,,,"[""No geometry for site.""]"
EAMENA-0033482,732a4856-797b-431c-9f21-84f5abba2fc3,E31N30-22,Egypt,,,"[""No geometry for site.""]"
EAMENA-0032020,732f5252-10cc-4eb3-925b-156f9eb4db99,E31N30-22,Egypt,,,"[""No geometry for site.""]"
EAMENA-0031639,734c2cc7-80ce-4c71-8ec7-1d2966cce157,E31N30-22,Egypt,,,"[""No geometry for site.""]"
EAMENA-0033575,738dbd15-ead8-4bd4-9c25-10cc6d45bf4d,E31N30-22,Egypt,,,"[""No geometry for site.""]"
EAMENA-0033507,73c3398e-9fe8-47f1-a5ed-29e41f5dd245,E31N30-22,Egypt,,,"[""No geometry for site.""]"
EAMENA-0032349,73eb62b3-fc58-4a6c-82fd-3c2d024dad6a,E31N30-22,Egypt,,,"[""No geometry for site.""]"
EAMENA-0033044,7409b20b-6b57-496c-b45a-c91fd7a619b9,E31N30-22,Egypt,,,"[""No geometry for site.""]"
EAMENA-0033368,7440d950-7498-46ec-9fae-3d2a0d31e4b0,E31N30-22,Egypt,,,"[""No geometry for site.""]"
EAMENA-0032640,744f28ea-0fe1-4516-9a62-16b47afa3916,E31N30-22,Egypt,,,"[""No geometry for site.""]"
EAMENA-0032649,746f631d-4cbf-4749-8c66-4a0fd568e971,E31N30-22,Egypt,,,"[""No geometry for site.""]"
EAMENA-0033317,747469a4-c06f-4264-9b8f-1d24bf2b223a,E31N30-22,Egypt,,,"[""No geometry for site.""]"
EAMENA-0033431,749d0a3e-4b5f-44be-b6ce-db0f3dc7ccbc,E31N30-22,Egypt,,,"[""No geometry for site.""]"
EAMENA-0031996,74adaa9e-6196-4b60-ae30-3528d5a75255,E31N30-22,Egypt,,,"[""No geometry for site.""]"
EAMENA-0031737,74d655ea-06d1-46fb-b9fd-d3ecbb065974,E31N30-22,Egypt,,,"[""No geometry for site.""]"
EAMENA-0033261,74feb045-e624-4df7-aa39-832447278bf5,E31N30-22,Egypt,,,"[""No geometry for site.""]"
EAMENA-0032342,7524116d-9067-421a-9562-f58ec1ea2009,E31N30-22,Egypt,,,"[""No geometry for site.""]"
EAMENA-0031803,75250fb0-1b09-4469-9000-b0cd23b40a4a,E31N30-22,Egypt,,,"[""No geometry for site.""]"
EAMENA-0032833,7537e334-c88a-4f5d-90b9-2b674106949a,E31N30-22,Egypt,,,"[""No geometry for site.""]"
EAMENA-0032392,75b6c553-bbcd-4afd-9f9a-e9a35b66f34d,E31N30-22,Egypt,,,"[""No geometry for site.""]"
EAMENA-0032036,75c34a31-4bac-4ee9-9a67-70a8f29de976,E31N30-22,Egypt,,,"[""No geometry for site.""]"
EAMENA-0032067,75de55e9-e1b1-4491-9fce-3f7976e52c56,E31N30-22,Egypt,,,"[""No geometry for site.""]"
EAMENA-0032570,75e8ee38-1f78-46be-a185-85c4b90e67f3,E31N30-22,Egypt,,,"[""No geometry for site.""]"
EAMENA-0032167,75e9d91f-04fe-48a6-bcea-2fd858b8870d,E31N30-22,Egypt,,,"[""No geometry for site.""]"
EAMENA-0031791,75fe6f9b-2323-4cd8-a284-9cf3e0a334b5,E31N30-22,Egypt,,,"[""No geometry for site.""]"
EAMENA-0032964,764ce720-cbf7-4ba4-9eec-7e5a57251a64,E31N30-22,Egypt,,,"[""No geometry for site.""]"
EAMENA-0033618,764cf330-5f3d-4e23-a36f-13ec5975e085,E31N30-22,Egypt,,,"[""No geometry for site.""]"
EAMENA-0033543,764eba4c-8e4a-40c3-9cc8-5610ea5f1c8d,E31N30-22,Egypt,,,"[""No geometry for site.""]"
EAMENA-0033292,76f8567a-bfe2-4ce1-9120-2a4416809c91,E31N30-22,Egypt,,,"[""No geometry for site.""]"
EAMENA-0031918,76ff0e35-fa7e-43d8-bbd5-ddec80c2bde6,E31N30-22,Egypt,,,"[""No geometry for site.""]"
EAMENA-0032862,77113e96-302a-4cf4-b9f6-c53daf7f71e1,E31N30-22,Egypt,,,"[""No geometry for site.""]"
EAMENA-0032844,771b4a43-d2ae-475e-9718-df61844a1ea1,E31N30-22,Egypt,,,"[""No geometry for site.""]"
EAMENA-0032568,77432a20-3e32-4b5c-ac75-0b6e87b5f178,E31N30-22,Egypt,,,"[""No geometry for site.""]"
EAMENA-0031891,77acfdee-c0eb-4b3d-88c9-8a9b1efcb669,E31N30-22,Egypt,,,"[""No geometry for site.""]"
EAMENA-0032781,77e35cad-d726-403c-b859-1603cb946658,E31N30-22,Egypt,,,"[""No geometry for site.""]"
EAMENA-0033425,78263662-cf82-4a70-b958-b4a4b4f7d506,E31N30-22,Egypt,,,"[""No geometry for site.""]"
EAMENA-0032722,7831e128-6e41-492f-b4a8-287f5d4ad105,E31N30-22,Egypt,,,"[""No geometry for site.""]"
EAMENA-0032719,7842280b-9a7c-41b5-bde3-f3cf857327b9,E31N30-22,Egypt,,,"[""No geometry for site.""]"
EAMENA-0032225,7843fa59-63b6-4eab-adaf-5a8fe5675165,E31N30-22,Egypt,,,"[""No geometry for site.""]"
EAMENA-0032373,784b3f66-e5d9-4dad-9582-996500215160,E31N30-22,Egypt,,,"[""No geometry for site.""]"
EAMENA-0032953,788e5af4-cf6c-4a1c-88bf-1b2bf6b3042a,E31N30-22,Egypt,,,"[""No geometry for site.""]"
EAMENA-0032058,789ac209-6a03-48db-9b49-62ddfd95df90,E31N30-22,Egypt,,,"[""No geometry for site.""]"
EAMENA-0032393,78c097d0-40f5-4269-945b-6f73d3f458c5,E31N30-22,Egypt,,,"[""No geometry for site.""]"
EAMENA-0032668,78c6f1ba-cd6f-4ecf-983d-8a28c402b9bd,E31N30-22,Egypt,,,"[""No geometry for site.""]"
EAMENA-0032329,791df26e-07a3-41f0-9da0-4e7efc9674a3,E31N30-22,Egypt,,,"[""No geometry for site.""]"
EAMENA-0033458,79b272ce-2247-4e21-86b9-24aebe9c1e53,E31N30-22,Egypt,,,"[""No geometry for site.""]"
EAMENA-0033230,79bf6e23-08fc-4e72-8a40-fa3c29d21e6b,E31N30-22,Egypt,,,"[""No geometry for site.""]"
EAMENA-0033537,79bfa6f6-3a0b-4c5e-a24b-2d2c8d596c0e,E31N30-22,Egypt,,,"[""No geometry for site.""]"
EAMENA-0031808,79eb2e75-f0b2-4f88-baf7-30e8fd22d87e,E31N30-22,Egypt,,,"[""No geometry for site.""]"
EAMENA-0031666,79fec7c6-618b-4266-887f-3def11427048,E31N30-22,Egypt,,,"[""No geometry for site.""]"
EAMENA-0032608,7a014926-31a5-4c93-987e-a2a12b27135e,E31N30-22,Egypt,,,"[""No geometry for site.""]"
EAMENA-0032767,7a0682ff-2870-43df-a084-179dd56ed1db,E31N30-22,Egypt,,,"[""No geometry for site.""]"
EAMENA-0032723,7a0ccc1e-acf5-4d9d-a299-d874eadb9b84,E31N30-22,Egypt,,,"[""No geometry for site.""]"
EAMENA-0031746,7a1d2553-b7be-497c-b1ee-7b757a316874,E31N30-22,Egypt,,,"[""No geometry for site.""]"
EAMENA-0032678,7a2e1446-feb5-4c89-925d-acbedd8668ab,E31N30-22,Egypt,,,"[""No geometry for site.""]"
EAMENA-0033027,7a3d6a16-c842-485f-a28c-9a3ca3cb199b,E31N30-22,Egypt,,,"[""No geometry for site.""]"
EAMENA-0032696,7a51a0d0-1aea-43d1-b0cc-a612c0c8eca1,E31N30-22,Egypt,,,"[""No geometry for site.""]"
EAMENA-0032386,7a55cc02-9722-4293-af64-8239f167cf37,E31N30-22,Egypt,,,"[""No geometry for site.""]"
EAMENA-0032805,7a785a1e-2cbb-4909-a157-544b584585a3,E31N30-22,Egypt,,,"[""No geometry for site.""]"
EAMENA-0032970,7aa7c9b6-1ced-4c0e-aa13-2f7f458dcab1,E31N30-22,Egypt,,,"[""No geometry for site.""]"
EAMENA-0033043,7aaad96a-c1c9-45eb-bc7c-707b7c74d753,E31N30-22,Egypt,,,"[""No geometry for site.""]"
EAMENA-0033229,7ac868b7-ff61-48da-ae48-8cf510f1d469,E31N30-22,Egypt,,,"[""No geometry for site.""]"
EAMENA-0032203,7add5fcd-c69d-4ca4-91da-f10aeed010e1,E31N30-22,Egypt,,,"[""No geometry for site.""]"
EAMENA-0032395,7af07e61-d689-4e8d-8000-faeb13f29d8e,E31N30-22,Egypt,,,"[""No geometry for site.""]"
EAMENA-0031852,7b598a43-4cad-441a-834f-525075824250,E31N30-22,Egypt,,,"[""No geometry for site.""]"
EAMENA-0031890,7bd5ded9-495a-49c0-9c10-173f8985f374,E31N30-22,Egypt,,,"[""No geometry for site.""]"
EAMENA-0031995,7bdc26d5-12f3-4d61-afd3-3c3ea4d1ad4a,E31N30-22,Egypt,,,"[""No geometry for site.""]"
EAMENA-0033267,7be994d8-a04c-455a-98d2-dea63b09cc24,E31N30-22,Egypt,,,"[""No geometry for site.""]"
EAMENA-0032485,7c4c11bc-aa8f-4fe3-89b1-995bfa082677,E31N30-22,Egypt,,,"[""No geometry for site.""]"
EAMENA-0032517,7c5e980d-eead-45ce-9297-f0f96d8a400e,E31N30-22,Egypt,,,"[""No geometry for site.""]"
EAMENA-0032522,7c7da979-e9e3-4737-8202-b223cb01c95b,E31N30-22,Egypt,,,"[""No geometry for site.""]"
EAMENA-0032010,7c9114a3-d5e8-44dc-a1da-af801db3d8ab,E31N30-22,Egypt,,,"[""No geometry for site.""]"
EAMENA-0031909,7c9d8840-c48b-4252-bfd9-39a6ed37ad0e,E31N30-22,Egypt,,,"[""No geometry for site.""]"
EAMENA-0032656,7cc1f05c-d52d-43a8-8e61-62513a07ff13,E31N30-22,Egypt,,,"[""No geometry for site.""]"
EAMENA-0032782,7d0734ee-85d3-4e6c-9e8f-8ed2dfb4c469,E31N30-22,Egypt,,,"[""No geometry for site.""]"
EAMENA-0032293,7d19ed71-f077-4210-b832-46c0b8ff4b67,E31N30-22,Egypt,,,"[""No geometry for site.""]"
EAMENA-0033609,7d395141-6b42-45bc-a16a-fc38806099ca,E31N30-22,Egypt,,,"[""No geometry for site.""]"
